2026-04-05 12:26:18 [INFO] Qwen Unified Trader (live)
2026-04-05 12:26:18 [INFO] Wallet: 0x7dd9f0C23Fb61CA3f36B8414306310F963093c12
2026-04-05 12:26:18 [INFO] Wallet: 0x7dd9f0C23Fb61CA3f36B8414306310F963093c12
2026-04-05 12:26:20 [INFO] State loaded: OCPM=No, MR=No, RSISwing=No
2026-04-05 12:26:20 [WARNING] REAL MONEY TRADING - Be careful!
2026-04-05 12:26:20 [INFO] Starting Unified Live Loop...
2026-04-05 12:26:20 [INFO] State loaded: OCPM=No, MR=No, RSISwing=No
2026-04-05 12:26:20 [WARNING] REAL MONEY TRADING - Be careful!
2026-04-05 12:26:20 [INFO] Starting Unified Live Loop...
2026-04-05 12:26:20 [INFO] Bar 1 | Price: $67,114.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:26:20 [INFO] Bar 1 | Price: $67,114.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:27:20 [INFO] Bar 2 | Price: $67,114.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:28:21 [INFO] Bar 3 | Price: $67,119.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:29:22 [INFO] Bar 4 | Price: $67,119.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:30:22 [INFO] Bar 5 | Price: $67,107.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:31:22 [INFO] Bar 6 | Price: $67,101.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:32:23 [INFO] Bar 7 | Price: $67,093.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:33:23 [INFO] Bar 8 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:34:23 [INFO] Bar 9 | Price: $67,063.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:35:23 [INFO] Bar 10 | Price: $67,050.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:36:23 [INFO] Bar 11 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:37:24 [INFO] Bar 12 | Price: $67,066.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:38:24 [INFO] Bar 13 | Price: $67,074.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:39:24 [INFO] Bar 14 | Price: $67,074.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:40:25 [INFO] Bar 15 | Price: $67,074.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:41:25 [INFO] Bar 16 | Price: $67,074.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:42:25 [INFO] Bar 17 | Price: $67,074.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:43:26 [INFO] Bar 18 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:44:26 [INFO] Bar 19 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:45:26 [INFO] Bar 20 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:46:27 [INFO] Bar 21 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:47:27 [INFO] Bar 22 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:48:27 [INFO] Bar 23 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:49:27 [INFO] Bar 24 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:50:27 [INFO] Bar 25 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:51:27 [INFO] Bar 26 | Price: $67,088.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:52:28 [INFO] Bar 27 | Price: $67,085.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:53:28 [INFO] Bar 28 | Price: $67,081.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:54:28 [INFO] Bar 29 | Price: $67,088.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:55:28 [INFO] Bar 30 | Price: $67,095.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:56:28 [INFO] Bar 31 | Price: $67,094.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:57:28 [INFO] Bar 32 | Price: $67,088.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:58:28 [INFO] Bar 33 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 12:59:28 [INFO] Bar 34 | Price: $67,088.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:00:29 [INFO] Bar 35 | Price: $67,091.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:01:29 [INFO] Bar 36 | Price: $67,091.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:02:29 [INFO] Bar 37 | Price: $67,073.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:03:30 [INFO] Bar 38 | Price: $67,082.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:04:30 [INFO] Bar 39 | Price: $67,092.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:05:31 [INFO] Bar 40 | Price: $67,082.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:06:31 [INFO] Bar 41 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:07:32 [INFO] Bar 42 | Price: $67,082.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:08:32 [INFO] Bar 43 | Price: $67,068.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:09:32 [INFO] Bar 44 | Price: $67,067.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:10:32 [INFO] Bar 45 | Price: $67,067.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:11:32 [INFO] Bar 46 | Price: $67,053.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:12:33 [INFO] Bar 47 | Price: $67,035.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:13:33 [INFO] Bar 48 | Price: $67,035.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:14:33 [INFO] Bar 49 | Price: $67,043.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:15:33 [INFO] Bar 50 | Price: $67,044.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:16:33 [INFO] Bar 51 | Price: $67,040.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:17:34 [INFO] Bar 52 | Price: $67,044.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:18:35 [INFO] Bar 53 | Price: $67,043.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:19:35 [INFO] Bar 54 | Price: $67,072.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:20:35 [INFO] Bar 55 | Price: $67,078.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:21:35 [INFO] Bar 56 | Price: $67,076.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:22:35 [INFO] Bar 57 | Price: $67,079.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:23:35 [INFO] Bar 58 | Price: $67,081.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:24:35 [INFO] Bar 59 | Price: $67,090.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:25:35 [INFO] Bar 60 | Price: $67,083.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:26:35 [INFO] Bar 61 | Price: $67,099.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:27:36 [INFO] Bar 62 | Price: $67,118.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:28:36 [INFO] Bar 63 | Price: $67,150.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:29:36 [INFO] Bar 64 | Price: $67,153.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:30:36 [INFO] Bar 65 | Price: $67,144.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:31:36 [INFO] Bar 66 | Price: $67,142.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:32:36 [INFO] Bar 67 | Price: $67,141.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:33:36 [INFO] Bar 68 | Price: $67,141.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:34:37 [INFO] Bar 69 | Price: $67,132.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:35:37 [INFO] Bar 70 | Price: $67,120.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:36:37 [INFO] Bar 71 | Price: $67,122.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:37:37 [INFO] Bar 72 | Price: $67,108.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:38:37 [INFO] Bar 73 | Price: $67,107.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:39:37 [INFO] Bar 74 | Price: $67,111.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:40:37 [INFO] Bar 75 | Price: $67,099.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:41:37 [INFO] Bar 76 | Price: $67,099.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:42:38 [INFO] Bar 77 | Price: $67,098.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:43:38 [INFO] Bar 78 | Price: $67,096.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:44:38 [INFO] Bar 79 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:45:38 [INFO] Bar 80 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:46:38 [INFO] Bar 81 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:47:38 [INFO] Bar 82 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:48:39 [INFO] Bar 83 | Price: $67,062.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:49:39 [INFO] Bar 84 | Price: $67,045.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:50:39 [INFO] Bar 85 | Price: $67,068.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:51:39 [INFO] Bar 86 | Price: $67,070.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:52:40 [INFO] Bar 87 | Price: $67,071.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:53:40 [INFO] Bar 88 | Price: $67,066.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:54:40 [INFO] Bar 89 | Price: $67,055.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:55:40 [INFO] Bar 90 | Price: $67,058.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:56:41 [INFO] Bar 91 | Price: $67,076.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:57:41 [INFO] Bar 92 | Price: $67,071.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:58:41 [INFO] Bar 93 | Price: $67,058.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 13:59:41 [INFO] Bar 94 | Price: $67,054.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:00:41 [INFO] Bar 95 | Price: $67,052.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:01:42 [INFO] Bar 96 | Price: $67,065.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:02:42 [INFO] Bar 97 | Price: $67,088.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:03:42 [INFO] Bar 98 | Price: $67,080.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:04:42 [INFO] Bar 99 | Price: $67,080.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:05:42 [INFO] Bar 100 | Price: $67,080.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:06:43 [INFO] Bar 101 | Price: $67,086.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:07:43 [INFO] Bar 102 | Price: $67,079.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:08:43 [INFO] Bar 103 | Price: $67,082.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:09:44 [INFO] Bar 104 | Price: $67,096.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:10:45 [INFO] Bar 105 | Price: $67,099.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:11:45 [INFO] Bar 106 | Price: $67,104.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:12:45 [INFO] Bar 107 | Price: $67,084.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:13:45 [INFO] Bar 108 | Price: $67,084.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:14:46 [INFO] Bar 109 | Price: $67,068.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
2026-04-05 14:15:46 [INFO] Bar 110 | Price: $67,068.50 | Bal: $211.19 | RSI: 51.5 | Trend: DOWNTREND
